countries,countries_code,year,real_gdp_growth,real_gdp_capita,trade_open,industry_value_gdp,natural_rent_gdp,nomina_gdp
Algeria,DZA,2016,3.2,4224.034583,55.9256682,34.7013628,12.03248247,1.60E+11
Algeria,DZA,2017,1.3,4192.335033,55.32133268,36.78759496,14.30879578,1.70E+11
Algeria,DZA,2018,1.2,4158.325421,57.89862265,39.13887436,18.47412871,1.75E+11
Algeria,DZA,2019,0.8,4111.306192,52.02635559,37.4392387,16.42406406,1.71E+11
American Samoa,ASM,1995,..,..,..,..,..,..
American Samoa,ASM,1996,..,..,..,..,..,..
American Samoa,ASM,1997,..,..,..,..,..,..
American Samoa,ASM,1998,..,..,..,..,..,..
American Samoa,ASM,1999,..,..,..,..,..,..
American Samoa,ASM,2000,..,..,..,..,..,..
American Samoa,ASM,2001,..,..,..,..,..,..
American Samoa,ASM,2002,..,12609.36852,210.9375,..,0,512000000
American Samoa,ASM,2003,0.965517241,12641.66788,207.4427481,..,0,524000000
American Samoa,ASM,2004,0.409836066,12653.28184,202.3575639,..,0,509000000
American Samoa,ASM,2005,-0.408163265,12628.50766,223.2,..,0,500000000
American Samoa,ASM,2006,-4.098360656,12202.73737,229.8174442,..,0,493000000
American Samoa,ASM,2007,1.851851852,12586.71604,218.1467181,..,0,518000000
American Samoa,ASM,2008,-2.657342657,12439.14972,249.8214286,..,0,560000000
American Samoa,ASM,2009,-4.166666667,12092.27651,161.3333333,..,0,675000000
American Samoa,ASM,2010,0.299850075,12256.34286,157.9406632,..,0,573000000
American Samoa,ASM,2011,0,12328.66528,157.5438596,..,0,570000000
American Samoa,ASM,2012,-4.334828102,11812.45911,176.40625,..,0,640000000
American Samoa,ASM,2013,-2.5,11507.22565,173.8244514,..,0,638000000
American Samoa,ASM,2014,1.762820513,11694.54539,174.8055988,..,0,643000000
American Samoa,ASM,2015,3.149606299,12059.63516,162.4071322,..,0,673000000
American Samoa,ASM,2016,-1.679389313,11871.35955,159.1654247,..,0,671000000
American Samoa,ASM,2017,-6.98757764,11066.06017,161.4379085,..,0,612000000
American Samoa,ASM,2018,3.338898164,11467.71041,171.450858,..,0,641000000
American Samoa,ASM,2019,-1.453957997,11331.41739,160.9717868,..,..,638000000
Andorra,AND,1995,2.757501613,27641.88642,..,..,0,1178738991
Andorra,AND,1996,4.649738668,28701.09471,..,..,0,1223945357
Andorra,AND,1997,9.067672051,31325.51738,..,..,0,1180597273
Andorra,AND,1998,3.194793393,32416.01423,..,..,0,1211932398
Andorra,AND,1999,4.099078922,33625.24377,..,..,0,1239876305
Andorra,AND,2000,3.528362361,34267.58224,..,..,0,1429049198
Andorra,AND,2001,8.119357722,35974.87965,..,..,0,1546926174
Andorra,AND,2002,4.546362214,36158.58643,..,..,0,1755910032
Andorra,AND,2003,8.694203716,37620.20554,..,..,0,2361726862
Andorra,AND,2004,8.135676338,39042.95877,..,..,0,2894921778
Andorra,AND,2005,5.397795985,39782.92876,..,..,0,3159905484
Andorra,AND,2006,4.808688699,40602.53758,..,..,0,3456442103
Andorra,AND,2007,1.553188141,40391.87146,..,..,0,3952600602
Andorra,AND,2008,-5.559186369,37610.56095,..,..,0,4085630584
Andorra,AND,2009,-5.302846543,35362.69655,..,..,0,3674409558
Andorra,AND,2010,-1.974958,34667.17131,..,..,0,3449966857
Andorra,AND,2011,-0.008069753,34956.59623,..,..,0,3629203786
Andorra,AND,2012,-4.974443719,33750.05692,..,..,0,3188808943
Andorra,AND,2013,-3.547596515,33220.56195,..,..,0,3193704343
Andorra,AND,2014,2.504465521,34721.89197,..,..,0,3271808157
Andorra,AND,2015,1.434140395,35770.7767,..,..,0,2789870188
Andorra,AND,2016,3.70967807,37432.76266,..,..,0,2896679212
Andorra,AND,2017,0.34607189,37707.6836,..,..,0,3000180750
Andorra,AND,2018,1.58876549,38301.29844,..,..,0,3218316013
Andorra,AND,2019,2.015547638,39003.38445,..,..,0,3155065488
Angola,AGO,1995,15.00000003,2146.455653,..,60.28517579,42.40854253,5561222222
Angola,AGO,1996,13.54436976,2360.087804,..,67.82067594,46.00789611,7526963964
Angola,AGO,1997,7.274277355,2451.60866,..,60.75774139,39.3320636,7649716157
Angola,AGO,1998,4.691146451,2485.066842,..,55.1572893,18.52994657,6506619145
Angola,AGO,1999,2.181489718,2458.09645,..,72.71737231,40.04539419,6152936539
Angola,AGO,2000,3.054624234,2451.509826,152.5471095,72.12295494,55.45007279,9129634978
Angola,AGO,2001,4.205998556,2471.664627,150.3357947,64.88381154,38.43442666,8936063723
Angola,AGO,2002,13.66568652,2717.44097,105.3017426,56.07579654,27.69338684,15285594828
Angola,AGO,2003,2.98985001,2705.706139,103.9012268,53.11699639,24.04876527,17812705294
Angola,AGO,2004,10.95286177,2900.166963,103.5799244,54.62992131,40.19370009,23552052408
Angola,AGO,2005,15.02891532,3220.078085,106.5909621,60.40199346,45.82718464,36970918699
Angola,AGO,2006,11.54768318,3464.234669,94.62515933,58.10933117,43.49004533,52381006892
Angola,AGO,2007,14.01001824,3806.849178,108.0600679,61.88353785,46.27901193,65266452081
Angola,AGO,2008,11.16613833,4077.776844,121.3647079,60.25482013,55.85217033,88538611205
Angola,AGO,2009,0.858712615,3963.24842,122.4461423,44.05637617,30.73249868,70307163678
Angola,AGO,2010,4.403932543,3988.623646,104.12363,52.36843489,40.14246391,83799496611
Angola,AGO,2011,3.471976345,3979.815051,99.98250785,56.02651474,41.15369433,1.12E+11
Angola,AGO,2012,8.542187643,4167.125797,91.80009861,56.91821975,36.22851635,1.28E+11
Angola,AGO,2013,4.954544646,4220.964805,86.81193078,53.36285398,30.81602521,1.37E+11
Angola,AGO,2014,4.822627568,4272.455537,79.33292751,46.20332557,23.67103715,1.46E+11
Angola,AGO,2015,0.943571561,4166.979833,62.88852079,41.93309265,10.80155578,1.16E+11
Angola,AGO,2016,-2.580049644,3924.620471,53.37015528,42.64356678,10.85711419,1.01E+11
Angola,AGO,2017,-0.147212941,3790.791565,52.25682145,42.16795355,16.45241141,1.22E+11
Angola,AGO,2018,-2.003629727,3595.106667,66.37811082,47.93154163,27.42822035,1.01E+11
Angola,AGO,2019,-0.624644318,3458.650512,64.28857872,49.98677207,26.19426737,89417190341
Antigua and Barbuda,ATG,1995,-4.359587382,12006.51861,215.659605,12.69552051,0,577281481.5
Antigua and Barbuda,ATG,1996,6.604459721,12525.16794,202.2652492,12.24730724,0,633729629.6
Antigua and Barbuda,ATG,1997,5.471608482,12928.44177,200.7759826,12.51312804,0,680618518.5
Antigua and Barbuda,ATG,1998,4.731125092,13260.49429,195.1435463,12.65863364,0,727859259.3
Antigua and Barbuda,ATG,1999,3.70761791,13484.18646,193.3350735,13.5116061,0,766200000
Antigua and Barbuda,ATG,2000,6.203431254,14069.51484,173.3685909,13.89073144,0,826370370.4
Antigua and Barbuda,ATG,2001,-4.548003473,13220.04483,172.4378846,12.88252441,0,800481481.5
Antigua and Barbuda,ATG,2002,1.02744197,13170.62601,163.9053497,13.04602902,0,814381481.5
Antigua and Barbuda,ATG,2003,6.076543688,13792.50092,171.6754531,13.27137402,0,856396296.3
Antigua and Barbuda,ATG,2004,5.767028612,14399.82072,181.1562979,13.05335304,0,919729629.6
Antigua and Barbuda,ATG,2005,6.473831316,15122.18561,175.7494569,14.51846488,0,1022962963
Antigua and Barbuda,ATG,2006,12.70814853,16785.74705,170.2664052,18.45224574,0,1157662963
Antigua and Barbuda,ATG,2007,9.315383163,18062.46566,165.3147879,17.74097533,0,1312759259
Antigua and Barbuda,ATG,2008,-0.014340652,17771.19316,165.8092718,19.12391632,0,1370070370
Antigua and Barbuda,ATG,2009,-11.96269725,15401.96864,151.0874449,19.46093611,0,1228329630
Antigua and Barbuda,ATG,2010,-7.840594744,13986.84089,152.8458902,16.20414704,0,1148700000
Antigua and Barbuda,ATG,2011,-1.958612628,13525.44491,152.3756194,14.53076878,0,1137637037
Antigua and Barbuda,ATG,2012,3.3728662,13802.70749,151.5281525,14.28549382,0,1199948148
Antigua and Barbuda,ATG,2013,-0.600876397,13554.4014,156.2113038,15.68226063,0,1181448148
Antigua and Barbuda,ATG,2014,3.795727613,13908.99163,156.1547945,16.18863876,0,1249733333
Antigua and Barbuda,ATG,2015,3.825293099,14285.32978,139.7867041,16.45797948,0,1336692593
Antigua and Barbuda,ATG,2016,5.497788456,14919.39403,136.8729343,17.93837237,0,1436585185
Antigua and Barbuda,ATG,2017,3.144598617,15242.60581,133.8708685,19.22069665,0,1467977778
Antigua and Barbuda,ATG,2018,6.950416555,16156.92707,135.1140096,21.11478965,0,1605351852
Antigua and Barbuda,ATG,2019,3.351160885,16555.14208,141.5550801,21.57087781,0,1661962963
Argentina,ARG,1995,-2.845209611,10003.09169,19.77142309,26.30121034,1.26936337,2.58E+11
Argentina,ARG,1996,5.526689827,10430.68249,21.50646841,26.59256064,1.630527564,2.72E+11
Argentina,ARG,1997,8.111046771,11146.72103,23.33617884,27.17915089,1.444969061,2.93E+11
Argentina,ARG,1998,3.850178852,11445.56494,23.35002797,26.71213576,0.824825665,2.99E+11
Argentina,ARG,1999,-3.385457041,10935.64459,21.38274496,26.1936305,1.365099038,2.84E+11
Argentina,ARG,2000,-0.788998939,10730.60822,22.62244478,25.99083601,2.289973591,2.84E+11
Argentina,ARG,2001,-4.408839683,10146.10682,21.85225545,25.24343398,1.934761012,2.69E+11
Argentina,ARG,2002,-10.89448483,8943.308002,41.75272436,30.55773709,5.829834452,97724004252
Argentina,ARG,2003,8.837040796,9629.844086,40.64474803,32.6450991,5.133473873,1.28E+11
Argentina,ARG,2004,9.029573301,10389.15127,40.69264611,28.81692201,4.958780527,1.65E+11
Argentina,ARG,2005,8.85165992,11192.17958,40.55127097,28.62631404,5.760672106,1.99E+11
Argentina,ARG,2006,8.0471515,11970.65539,40.43347987,29.20327967,6.135958797,2.33E+11
Argentina,ARG,2007,9.007650875,12919.23536,40.94517062,27.41523613,4.995812922,2.88E+11
Argentina,ARG,2008,4.057233103,13310.62368,40.40267338,26.27245994,5.038827371,3.62E+11
Argentina,ARG,2009,-5.918525076,12398.28358,34.05712691,25.2842048,3.069357206,3.33E+11
Argentina,ARG,2010,10.12539816,13551.33919,34.97101326,25.25877626,3.329394894,4.24E+11
Argentina,ARG,2011,6.003951693,14200.26989,35.206155,25.21269761,3.708190851,5.30E+11
Argentina,ARG,2012,-1.026420454,13895.63371,30.52654237,24.42905706,3.40459291,5.46E+11
Argentina,ARG,2013,2.405323781,14071.50868,29.333929,24.00588144,3.000047416,5.52E+11
Argentina,ARG,2014,-2.512615321,13567.94842,28.40679365,24.27739449,2.733557678,5.26E+11
Argentina,ARG,2015,2.731159828,13789.06042,22.48622609,23.15305614,1.081226358,5.95E+11
Argentina,ARG,2016,-2.080327844,13360.21183,26.09388785,22.05410721,0.936007816,5.58E+11
Argentina,ARG,2017,2.818502978,13595.03736,25.28960114,21.78212322,1.126360021,6.44E+11
Argentina,ARG,2018,-2.565351882,13112.40113,31.17494154,23.05893032,2.129515087,5.18E+11
Argentina,ARG,2019,-2.088014861,12711.70519,32.62764373,23.40985342,2.071184086,4.45E+11
Armenia,ARM,1995,6.89999842,958.5062383,86.11485707,..,0.587001307,1468317435
Armenia,ARM,1996,5.865400749,1030.463922,79.22956012,..,0.315447046,1596968946
Armenia,ARM,1997,3.3210797,1076.625039,78.54774505,..,0.325824781,1639492445
Armenia,ARM,1998,7.299999988,1164.282219,71.84245188,..,0.114669585,1893726437
Armenia,ARM,1999,3.300000001,1210.362395,70.56047914,..,0.177492136,1845482173
Armenia,ARM,2000,5.900000003,1289.884252,72.23333023,..,0.293454325,1911563669
Armenia,ARM,2001,9.599999999,1422.476654,69.86426639,..,0.299938082,2118467913
Armenia,ARM,2002,13.2,1619.112189,73.98450184,..,0.591149485,2376335048
Armenia,ARM,2003,14,1855.596827,80.0513676,..,0.033234597,2807061009
Armenia,ARM,2004,10.5,2062.203233,73.07063399,..,0.021722905,3576615240
Armenia,ARM,2005,13.9,2364.175935,70.13973858,..,0.010231363,4900469950
Armenia,ARM,2006,13.2,2697.018983,61.03013798,..,0.015802557,6384451606
Armenia,ARM,2007,13.7,3093.36934,56.97504709,..,0.009295978,9206301700
Armenia,ARM,2008,6.9,3335.244164,54.54232796,..,0.213475225,11662040714
Armenia,ARM,2009,-14.1,2884.33947,57.27423574,..,0.374259981,8647936748
Armenia,ARM,2010,2.2,2958.838999,64.64297597,..,2.65466288,9260284938
Armenia,ARM,2011,4.699999999,3098.742304,69.43557366,..,2.923458164,10142111334
Armenia,ARM,2012,7.200000001,3312.980008,75.96167596,27.82709461,1.490134089,10619320049
Armenia,ARM,2013,3.3,3406.536118,77.55504816,26.70904814,1.097153902,11121465767
Armenia,ARM,2014,3.600000001,3511.225059,75.77886696,25.27053295,0.306948917,11609512940
Armenia,ARM,2015,3.199999999,3607.289299,71.68207434,25.70869944,0.760031512,10553337673
Armenia,ARM,2016,0.2,3601.469664,76.07796746,25.57713304,0.221817709,10546135160
Armenia,ARM,2017,7.500000002,3860.218058,87.20237654,25.80953238,0.245915928,11527458566
Armenia,ARM,2018,5.2,4051.384967,92.47310702,24.75655785,1.090181063,12457941907
Armenia,ARM,2019,7.599999999,4350.466198,95.73718089,24.28740021,2.110668897,13672802158
Aruba,ABW,1995,2.547143909,29367.30967,171.3874728,15.39864193,0.00116676,1320474860
Aruba,ABW,1996,1.185788172,28684.56498,175.3349014,14.98666062,0.000819359,1379960894
Aruba,ABW,1997,7.046873978,29901.35929,168.770832,17.13271922,0.001002439,1531944134
Aruba,ABW,1998,1.991985852,29857.55966,163.2931056,17.51366368,0.000848487,1665100559
Aruba,ABW,1999,1.238042106,29640.04523,164.5691531,15.54927184,0.000717946,1722798883
Aruba,ABW,2000,7.616588194,31245.72404,145.0731777,15.82535158,0.000703182,1873452514
Aruba,ABW,2001,-2.971256724,29656.10401,139.0456794,15.91134711,0.000712137,1920111732
Aruba,ABW,2002,-3.273646411,28051.11922,134.3021583,15.28342446,0.000657229,1941340782
Aruba,ABW,2003,1.975547262,28008.50355,133.9690437,16.79270315,0.00069997,2021229050
Aruba,ABW,2004,7.911563466,29695.49296,133.6425169,17.59771873,0.000685497,2228491620
Aruba,ABW,2005,1.214349349,29670.28769,146.5004794,18.50441035,0.0006534,2330726257
Aruba,ABW,2006,1.050607528,29743.52963,143.9631336,19.57276498,0.000940949,2424581006
Aruba,ABW,2007,1.800225971,30160.52784,142.9609058,18.98011109,0.000918692,2615083799
Aruba,ABW,2008,-0.090708046,30092.73937,145.8892959,18.03140008,0.000949223,2745251397
Aruba,ABW,2009,-10.51974854,26903.17135,140.0625978,16.175408,0.000967668,2498882682
Aruba,ABW,2010,-3.685029387,25857.49338,138.6071512,..,0.002361284,2390502793
Aruba,ABW,2011,3.44605475,26647.64354,151.5994741,..,0.001948056,2549720670
Aruba,ABW,2012,-1.369863014,26150.63694,147.6746749,..,0.001972589,2534636872
Aruba,ABW,2013,4.198232323,27090.02617,161.8912803,..,0.00225777,2727849721
Aruba,ABW,2014,0.3,27011.32032,162.8820839,..,0.003265236,2790849162
Aruba,ABW,2015,5.700000876,28396.90842,145.8337623,..,0.002423296,2962905028
Aruba,ABW,2016,2.099999586,28847.81406,142.2396766,..,0.003363897,2983636872
Aruba,ABW,2017,1.999999104,29286.24932,143.8042379,..,0.002860261,3092430168
Aruba,ABW,2018,..,..,148.4258025,..,..,3202188607
Aruba,ABW,2019,..,..,..,..,..,..
Australia,AUS,1995,3.837755293,39254.18966,37.80155166,26.51026049,2.04946556,3.67E+11
Australia,AUS,1996,3.878585293,40244.46869,38.33233194,26.05444665,2.062352337,4.00E+11
Australia,AUS,1997,3.966537662,41375.30568,38.07481123,25.29250429,1.814087207,4.35E+11
Australia,AUS,1998,4.576688759,42820.30237,40.07043056,25.43611003,1.813924185,3.99E+11
Australia,AUS,1999,5.073599095,44481.71274,39.13464841,24.69728658,1.842289003,3.89E+11
Australia,AUS,2000,3.933136945,45683.31004,41.02901118,24.63840014,2.8564838,4.15E+11
Australia,AUS,2001,1.930857592,45941.73538,44.36520836,23.68430757,3.161555097,3.78E+11
Australia,AUS,2002,4.001404062,47200.40851,41.55727587,23.63172569,2.71699519,3.95E+11
Australia,AUS,2003,2.985934322,48013.62446,40.29614463,24.06312425,2.153934003,4.66E+11
Australia,AUS,2004,4.055451968,49384.91707,37.12073437,23.94932169,2.879555056,6.12E+11
Australia,AUS,2005,3.204269793,50299.10077,39.27118264,24.61991975,4.241135842,6.93E+11
Australia,AUS,2006,2.794537024,50947.56385,41.60422709,25.60671598,5.315977242,7.46E+11
Australia,AUS,2007,3.844230316,52576.64263,42.05143968,25.65311943,6.508260772,8.53E+11
Australia,AUS,2008,3.657953526,53418.55362,42.8703327,25.59353375,8.634399582,1.05E+12
Australia,AUS,2009,1.93699392,53342.4479,45.79790421,26.99903583,5.056301065,9.28E+11
Australia,AUS,2010,2.067417128,53604.9211,40.64967173,25.15141664,8.098652395,1.15E+12
Australia,AUS,2011,2.462756312,54167.15865,41.90673306,26.43612763,8.680602707,1.40E+12
Australia,AUS,2012,3.918162871,55315.33102,43.21034667,26.28416401,5.391204595,1.55E+12
Australia,AUS,2013,2.584897702,55776.8623,41.20843035,25.12798549,5.305817804,1.58E+12
Australia,AUS,2014,2.533114665,56343.06116,42.50649034,25.51481674,4.757327855,1.47E+12
Australia,AUS,2015,2.192647426,56755.72171,41.49437308,23.64420556,3.27865687,1.35E+12
Australia,AUS,2016,2.770652197,57424.25134,40.77764142,22.28487265,4.073667915,1.21E+12
Australia,AUS,2017,2.300610624,57764.06884,41.81872035,23.46106467,5.056164952,1.33E+12
Australia,AUS,2018,2.949285772,58561.19001,43.26264768,24.15896698,5.480415437,1.43E+12
Australia,AUS,2019,2.160956295,58923.20821,45.71045947,25.38244874,5.355855605,1.40E+12
Austria,AUT,1995,2.667983531,33776.89854,68.2566011,28.85153199,0.114748074,2.41E+11
Austria,AUT,1996,2.349533852,34523.85267,70.08367112,28.75200887,0.137612355,2.37E+11
Austria,AUT,1997,2.09359939,35206.72616,74.86769022,28.67638394,0.123499399,2.13E+11
Austria,AUT,1998,3.581425815,36427.63555,76.92714939,28.51066285,0.093073705,2.18E+11
Austria,AUT,1999,3.556331247,37649.79899,78.26014034,28.42859216,0.095830367,2.17E+11
Austria,AUT,2000,3.375722147,38827.2726,85.36049562,28.28480203,0.15543201,1.97E+11
Austria,AUT,2001,1.267168189,39169.0532,87.53666476,28.20874614,0.160397537,1.97E+11
Austria,AUT,2002,1.651553922,39620.54561,86.948168,27.38807848,0.161481257,2.13E+11
Austria,AUT,2003,0.941470921,39799.21308,86.38738242,27.49837986,0.156561764,2.62E+11
Austria,AUT,2004,2.735120222,40634.8816,90.79234569,27.37376782,0.13178141,3.01E+11
Austria,AUT,2005,2.244065325,41264.67242,94.03380568,27.0742426,0.150684726,3.16E+11
Austria,AUT,2006,3.454041836,42479.26415,98.08831121,27.25937083,0.195236488,3.36E+11
Austria,AUT,2007,3.727415301,43920.04645,100.7332541,27.57263882,0.222309602,3.89E+11
Austria,AUT,2008,1.460423676,44422.18747,102.0736827,26.96021414,0.251363163,4.30E+11
Austria,AUT,2009,-3.764578178,42638.04137,87.06223097,25.79284583,0.169129336,4.00E+11
Austria,AUT,2010,1.837093677,43317.08506,99.01979624,25.53499425,0.225823693,3.92E+11
Austria,AUT,2011,2.922797284,44433.12737,105.1027886,25.44743204,0.2714783,4.31E+11
Austria,AUT,2012,0.680445577,44531.96912,105.1521774,25.63396853,0.253971115,4.09E+11
Austria,AUT,2013,0.025504712,44281.56633,104.0664141,25.52494179,0.224092162,4.30E+11
Austria,AUT,2014,0.661272849,44227.37868,103.5035353,25.3646396,0.188548745,4.42E+11
Austria,AUT,2015,1.014501586,44178.04738,102.4273154,25.17491325,0.134802777,3.82E+11
Austria,AUT,2016,1.989437162,44572.32282,100.9820783,25.47680498,0.116954332,3.96E+11
Austria,AUT,2017,2.399587603,45325.93522,104.9442242,25.40948444,0.127273078,4.16E+11
Austria,AUT,2018,2.580120733,46269.48367,108.1108202,25.48921223,0.155087806,4.55E+11
Austria,AUT,2019,1.418734272,46717.72073,107.779782,25.52425292,0.132720137,4.45E+11
Azerbaijan,AZE,1995,-11.79999973,1120.247443,85.89371075,30.99634455,17.10311589,2417355840
Azerbaijan,AZE,1996,1.299999465,1123.40846,80.84974017,35.1496743,22.87762969,3176333837
Azerbaijan,AZE,1997,5.800000012,1177.155491,82.07896653,36.99141943,14.87966974,3962238113
Azerbaijan,AZE,1998,10.00000117,1282.63908,77.2278091,34.95611231,4.476196199,4446368571
Azerbaijan,AZE,1999,7.399999587,1365.517861,69.82596488,39.1035999,15.97416411,4581432039
Azerbaijan,AZE,2000,11.0999995,1504.678191,78.54856828,42.53830991,33.92588295,5272798391
Azerbaijan,AZE,2001,9.90000013,1640.878987,78.81518549,43.46263827,27.42668628,5707720391
Azerbaijan,AZE,2002,9.438916342,1782.410561,92.81814433,46.1542268,25.76339625,6235856820
Azerbaijan,AZE,2003,10.20830001,1949.537592,107.5519485,48.53984468,26.09272178,7276753895
Azerbaijan,AZE,2004,9.253801326,2111.379196,121.5071159,50.76903238,28.85805363,8680370408
Azerbaijan,AZE,2005,27.96153807,2674.27489,115.8418846,58.78778199,37.68616525,13245716099
Azerbaijan,AZE,2006,34.46620936,3556.707149,105.2623998,64.95823153,42.03791099,20982986344
Azerbaijan,AZE,2007,25.46321591,4412.048232,96.64180815,66.16032863,39.21776129,33050343783
